Nodes: ,11,
Edges: ,28,
Messages, Hops, Time,
5, 30, 2.18497e+16, 
10, 76, 3.02535e+16, 
15, 84, 4.36995e+16, 
20, 62, 3.86572e+16, 
25, 63, 5.3784e+16, 
30, 90, 6.21877e+16, 
35, 133, 7.3953e+16, 
40, 180, 8.40374e+16, 
45, 95, 9.07604e+16, 
50, 154, 9.41219e+16, 
55, 170, 1.00845e+17, 
60, 129, 1.07568e+17, 
65, 146, 1.24375e+17, 
70, 139, 1.26056e+17, 
75, 218, 1.41183e+17, 
80, 173, 1.44544e+17, 
85, 218, 1.5631e+17, 
90, 246, 1.63033e+17, 
95, 267, 1.69756e+17, 
100, 277, 1.81521e+17, 
